"DQ_60","DQ_80","DQ_90","DQ_95"
1.79869943824,1.33716711948125,1.19345515702171,1.16834195887242
1.16697327693785,0.69243551853247,0.555252976224605,0.496708475575632
1.16697327693785,0.69243551853247,0.555252976224605,0.496708475575632
0.876902412285206,0.593950883034355,0.471690136146579,0.421343919139145
2.13429380938633,1.53231833789452,1.08085306624728,0.838872847097016
2.54693163684493,1.65795737719919,1.32081849351773,1.18520465204041
2.54693163684493,1.65795737719919,1.32081849351773,1.18520465204041
2.71968275110791,1.95381791488868,1.62338348313156,1.23647042279952
1.44746136687523,1.16858284200033,1.04298946547042,1.02104243129835
2.25179400152783,1.49033464474008,1.22641914044533,1.09475297343031
1.60171098630567,1.38178303687675,1.23302995725581,1.12530526336395
1.56560284027251,1.01179129238929,0.925343059568339,0.855282549579956
1.82250522820933,1.30469736005876,1.10371304290337,1.00116853362876
2.29270216106617,1.37641571135913,1.09488433768893,1.06312854813786
3.07280866154104,1.37350194049306,0.852023867767347,0.745742258372194
1.16494919355848,0.683975645141179,0.529888283051449,0.476636595358718
1.6150192161396,1.26456848259172,1.10706791965683,1
1.38697050122958,1.22449048585201,1.0875264487759,1.01886003276445
1.38697050122958,1.22449048585201,1.0875264487759,1.01886003276445
2.12084033752197,1.29677915236225,1.09953660161854,0.97793023654006
3.3257481735343,2.20889229081628,1.33395594220676,1.14383267397582
1.49379305260987,1.14449978392608,1.02149473273521,1
1.49379305260987,1.14449978392608,1.02149473273521,1
0.952541302673459,0.710449213275484,0.640229974129554,0.595498599822161
1.30227514474812,0.924231429108198,0.857586647224747,0.834281232741066
1.04441887544015,0.713040682546821,0.486270482662733,0.436817007875912
4.80409144971348,2.8402853131638,2.2576580103094,1.78835011688011
1.49433624071376,1.14094910843666,1.03163601326216,0.990994050191001
9.31712784690754,3.50173062333907,2.51602986330177,1.65689674901367
2.15860147011794,1.31906088550208,1.12442069269482,1
2.15860147011794,1.31906088550208,1.12442069269482,1
2.15860147011794,1.31906088550208,1.12442069269482,1
2.15860147011794,1.31906088550208,1.12442069269482,1
1.71593854261106,1.38533323562975,1.23644462249214,1.21042682146913
1.71593854261106,1.38533323562975,1.23644462249214,1.21042682146913
3.08222348644179,1.11252434117331,0.764967461182273,0.692855028310384
3.08222348644179,1.11252434117331,0.764967461182273,0.692855028310384
1.55520483130969,1.34427964659418,1.21728399868963,1.09821199111059
3.0559120475492,1.79113803627542,1.44619784792205,1.29393334041618
1.21319371734866,0.81223769624615,0.721876620680277,0.671863857430351
1.89022688396123,1.23413483223668,1.01957942868694,0.939486215190361
3.35101735043662,1.51896892494663,0.867128531319112,0.764579237465273
1.74754047096447,1.08676632917214,0.999169635847608,0.892212577507799
2.02160189446841,1.37067614135099,1.22641914044533,1.08193382293427
2.1903691231134,1.39166755577077,1.13180406785284,0.992837568944135
2.1903691231134,1.39166755577077,1.13180406785284,0.992837568944135
2.84004144040499,1.92959531910215,1.54403372014813,1.19627897485482
2.13751865856842,1.35033177285039,1.14185828130205,1.03973084151037
3.4290718659968,1.80034215160283,1.44069930698383,1.23536234485845
1.67832202410052,1.01870284842305,0.821092846350113,0.717018920914658
5.19973738110487,2.10380789645946,1.55427015731291,1.03305977634913
2.04445545248085,1.41504980262377,1.09937122267249,0.98198836877568
2.04445545248085,1.41504980262377,1.09937122267249,0.981988368775681
1.23864677355483,1,0.897208732356949,0.87374415796708
2.25739304475852,1.64520019171623,1.38466476710261,1.24006825849559
2.25739304475852,1.64520019171623,1.38466476710261,1.24006825849559
4.73961532577347,2.71751633820736,2.18829947368617,1.78971915308448
1.37105538013326,0.914860280690144,0.740016056724174,0.680141471155729
2.74085534638034,1.58395150103064,1.19981484628256,0.98759502161406
2.31475245784068,1.3952529327479,1.18989184851957,1.06527517552451
4.28802906026708,1.60137240575258,1.0957115364192,0.779078361272889
2.81753403048787,1.2723706112349,0.983226185507908,0.843090990720465
2.5546619641923,1.70823988126865,1,0.8363196604306
1.05085797771278,0.776384066292849,0.690689870751133,0.642070142830778
3.13895424752398,2.48719272107644,1.90349373497871,1.43510646552601
2.03528955018443,1.34497930136848,1.20377718928782,1.07474606719994
2.57382145235064,1.15242218750859,0.769738547035485,0.660030869581289
2.6897778961754,1.64243377757885,1.18935091617214,1.01301125709678
2.81110651540081,1.71773959655332,1.29100647862395,1.12636359120769
6.99374271981018,2.71993989810398,1.96511744107203,1.36213539532125
1.31933893745254,1.11532110150666,0.98723966539008,0.899110367878593
1.31933893745254,1.11532110150666,0.98723966539008,0.899110367878593
2.5474269745603,1.42144805836858,1.11603975507398,0.9960862657538
1.36908431000376,1.07911817129109,0.999436345410221,0.95151005912141
1.29830757791683,1.0614190318264,0.95651070701282,0.915829020563791
1.29830757791683,1.0614190318264,0.956510707012816,0.915829020563791
2.99861456077613,1.82199597723214,1.32663030394493,1.14105851398889
4.50539032153396,2.23563110451098,1.5931912563941,1.36612024227835
1.66864922246725,1.07376068158893,0.956463286300739,0.855595593683682
